"identifier","dbms","schema","operator","type","killed","time","generator"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","NNCA","NORMAL","true",19,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","NNCA","NORMAL","true",19,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","NNCA","NORMAL","true",19,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","NNCA","NORMAL","true",18,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","NNCA","NORMAL","true",19,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","NNCA","NORMAL","true",18,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","NNCA","NORMAL","true",19,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","NNCR","NORMAL","true",19,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","NNCR","NORMAL","true",19,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","NNCR","NORMAL","true",19,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","NNCR","NORMAL","true",19,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","UCColumnA","NORMAL","true",19,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","UCColumnA","NORMAL","true",19,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","UCColumnA","NORMAL","true",19,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","UCColumnA","NORMAL","true",19,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","UCColumnA","NORMAL","true",20,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","UCColumnA","EQUIVALENT","false",19,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","UCColumnA","NORMAL","true",19,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","UCColumnA","NORMAL","true",19,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","UCColumnA","NORMAL","true",19,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","UCColumnA","NORMAL","true",19,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","UCColumnA","NORMAL","true",19,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","UCColumnA","NORMAL","true",19,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","UCColumnA","NORMAL","true",19,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","UCColumnA","DUPLICATE","true",48,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","UCColumnA","NORMAL","true",25,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","UCColumnA","NORMAL","true",19,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","UCColumnA","NORMAL","true",19,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","UCColumnA","NORMAL","true",19,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","UCColumnR","NORMAL","true",19,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","UCColumnR","NORMAL","false",19,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","UCColumnR","NORMAL","true",19,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","UCColumnE","DUPLICATE","true",19,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","UCColumnE","DUPLICATE","true",19,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"7ajheunx11jhwg8xm3eb","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","CCNullifier","NORMAL","true",28,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","CCNullifier","NORMAL","true",24,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",24,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",24,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",24,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",23,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","false",23,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",23,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","false",23,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",18,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",22,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",21,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",17,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",18,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","FKCColumnPairR","IMPAIRED","true",11,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","FKCColumnPairR","IMPAIRED","true",10,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",18,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","FKCColumnPairE","IMPAIRED","true",10,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","FKCColumnPairE","IMPAIRED","true",10,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","FKCColumnPairE","IMPAIRED","true",10,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","FKCColumnPairE","IMPAIRED","true",10,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","FKCColumnPairE","IMPAIRED","true",10,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",21,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",21,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","FKCColumnPairE","IMPAIRED","true",10,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","FKCColumnPairE","IMPAIRED","true",10,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","FKCColumnPairE","IMPAIRED","true",10,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","PKCColumnA","IMPAIRED","true",10,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","PKCColumnA","IMPAIRED","true",10,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","PKCColumnA","IMPAIRED","true",10,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","PKCColumnA","NORMAL","true",21,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","PKCColumnA","NORMAL","true",20,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","PKCColumnA","NORMAL","true",20,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","PKCColumnA","NORMAL","true",20,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","PKCColumnA","NORMAL","true",20,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","PKCColumnA","NORMAL","true",20,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","PKCColumnA","NORMAL","true",20,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","PKCColumnR","IMPAIRED","true",10,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","PKCColumnR","IMPAIRED","true",10,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","PKCColumnR","NORMAL","true",20,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","PKCColumnE","IMPAIRED","true",10,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","PKCColumnE","IMPAIRED","true",9,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","PKCColumnE","IMPAIRED","true",10,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","PKCColumnE","IMPAIRED","true",10,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","PKCColumnE","IMPAIRED","true",9,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","PKCColumnE","IMPAIRED","true",10,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","PKCColumnE","NORMAL","true",20,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","PKCColumnE","NORMAL","true",20,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","PKCColumnE","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","PKCColumnE","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","PKCColumnE","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","PKCColumnE","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","PKCColumnE","NORMAL","true",20,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","NNCA","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","NNCA","NORMAL","true",18,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","NNCA","NORMAL","true",18,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","NNCA","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","NNCA","NORMAL","true",18,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","NNCA","NORMAL","true",18,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","NNCA","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","NNCA","NORMAL","true",18,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","NNCA","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","NNCR","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","NNCR","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","NNCR","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","NNCR","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","UCColumnA","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","UCColumnA","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","UCColumnA","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","UCColumnA","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","UCColumnA","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","UCColumnA","EQUIVALENT","false",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","UCColumnA","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","UCColumnA","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","UCColumnA","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","UCColumnA","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","UCColumnA","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","UCColumnA","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","UCColumnA","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","UCColumnA","DUPLICATE","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","UCColumnA","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","UCColumnA","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","UCColumnA","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","UCColumnA","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","UCColumnR","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","UCColumnR","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","UCColumnR","NORMAL","false",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","UCColumnE","DUPLICATE","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","UCColumnE","DUPLICATE","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","UCColumnE","NORMAL","true",72,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"8t3zlwo4oxa2r7p8jrcg","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","CCNullifier","NORMAL","true",28,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","CCNullifier","NORMAL","true",24,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",23,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",23,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",23,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",23,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","false",22,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",19,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",22,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",19,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","false",22,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",19,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",18,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",22,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",21,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",17,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",17,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","FKCColumnPairR","IMPAIRED","true",11,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","FKCColumnPairR","IMPAIRED","true",10,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","FKCColumnPairE","IMPAIRED","true",10,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","FKCColumnPairE","IMPAIRED","true",10,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","FKCColumnPairE","IMPAIRED","true",10,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","FKCColumnPairE","IMPAIRED","true",10,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","FKCColumnPairE","IMPAIRED","true",10,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",43,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","FKCColumnPairE","IMPAIRED","true",10,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","FKCColumnPairE","IMPAIRED","true",10,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","FKCColumnPairE","IMPAIRED","true",10,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","PKCColumnA","IMPAIRED","true",10,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","PKCColumnA","IMPAIRED","true",10,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","PKCColumnA","IMPAIRED","true",10,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","PKCColumnA","NORMAL","true",21,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","PKCColumnA","NORMAL","true",21,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","PKCColumnA","NORMAL","true",21,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","PKCColumnA","NORMAL","true",20,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","PKCColumnA","NORMAL","true",21,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","PKCColumnA","NORMAL","true",21,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","PKCColumnA","NORMAL","true",20,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","PKCColumnR","IMPAIRED","true",10,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","PKCColumnR","IMPAIRED","true",10,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","PKCColumnR","NORMAL","true",20,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","PKCColumnE","IMPAIRED","true",10,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","PKCColumnE","IMPAIRED","true",10,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","PKCColumnE","IMPAIRED","true",10,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","PKCColumnE","IMPAIRED","true",10,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","PKCColumnE","IMPAIRED","true",9,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","PKCColumnE","IMPAIRED","true",10,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","PKCColumnE","NORMAL","true",20,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","PKCColumnE","NORMAL","true",19,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","PKCColumnE","NORMAL","true",19,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","PKCColumnE","NORMAL","true",19,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","PKCColumnE","NORMAL","true",19,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","PKCColumnE","NORMAL","true",20,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","PKCColumnE","NORMAL","true",20,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","NNCA","NORMAL","true",19,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","NNCA","NORMAL","true",19,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","NNCA","NORMAL","true",19,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","NNCA","NORMAL","true",19,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","NNCA","NORMAL","true",19,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","NNCA","NORMAL","true",19,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","NNCA","NORMAL","true",19,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","NNCA","NORMAL","true",18,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","NNCA","NORMAL","true",19,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","NNCR","NORMAL","true",19,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","NNCR","NORMAL","true",19,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","NNCR","NORMAL","true",19,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","NNCR","NORMAL","true",19,"avs"
"vnmlv8rbyzcuc2o7l93e","SQLite","BrowserCookies","UCColumnA","NORMAL","true",20,"avs"
