source,key,value
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,PKCColumnR
quasimutant,NistDML182,PKCColumnR
quasimutant,NistDML182,PKCColumnR
quasimutant,NistDML182,PKCColumnR
quasimutant,NistDML182,PKCColumnR
quasimutant,NistDML182,PKCColumnR
quasimutant,NistDML182,PKCColumnR
quasimutant,NistDML182,PKCColumnR
quasimutant,NistDML182,PKCColumnR
quasimutant,NistDML182,PKCColumnR
quasimutant,NistDML182,PKCColumnR
quasimutant,NistDML182,PKCColumnR
quasimutant,NistDML182,PKCColumnR
quasimutant,NistDML182,PKCColumnR
quasimutant,NistDML182,PKCColumnR
equivalent,NistDML182,NNCA
equivalent,NistDML182,NNCA
equivalent,NistDML182,NNCA
equivalent,NistDML182,NNCA
equivalent,NistDML182,NNCA
equivalent,NistDML182,NNCA
equivalent,NistDML182,NNCA
equivalent,NistDML182,NNCA
equivalent,NistDML182,NNCA
equivalent,NistDML182,NNCA
equivalent,NistDML182,NNCA
equivalent,NistDML182,NNCA
equivalent,NistDML182,NNCA
equivalent,NistDML182,NNCA
equivalent,NistDML182,NNCA
quasimutant,NistDML183,FKCColumnPairR
quasimutant,NistDML183,FKCColumnPairR
quasimutant,NistDML183,FKCColumnPairE
quasimutant,NistDML183,FKCColumnPairE
quasimutant,NistDML183,FKCColumnPairE
quasimutant,NistDML183,FKCColumnPairE
quasimutant,NistDML183,UCColumnA
quasimutant,NistDML183,UCColumnR
quasimutant,NistDML183,UCColumnR
quasimutant,NistDML183,UCColumnE
quasimutant,NistDML183,UCColumnE
quasimutant,NistWeather,FKCColumnPairE
quasimutant,NistWeather,FKCColumnPairE
quasimutant,NistWeather,FKCColumnPairE
quasimutant,NistWeather,FKCColumnPairE
quasimutant,NistWeather,PKCColumnA
quasimutant,NistWeather,PKCColumnA
quasimutant,NistWeather,PKCColumnA
quasimutant,NistWeather,PKCColumnA
quasimutant,NistWeather,PKCColumnR
quasimutant,NistWeather,PKCColumnE
quasimutant,NistWeather,PKCColumnE
quasimutant,NistWeather,PKCColumnE
quasimutant,NistWeather,PKCColumnE
equivalent,NistWeather,NNCA
equivalent,NistWeather,NNCA
equivalent,NistWeather,NNCR
equivalent,NistWeather,UCColumnA
redundant,NistWeather,PKCColumnR
redundant,NistXTS748,PKCColumnA
redundant,NistXTS748,PKCColumnA
quasimutant,NistXTS749,FKCColumnPairE
quasimutant,NistXTS749,FKCColumnPairE
quasimutant,NistXTS749,FKCColumnPairE
quasimutant,NistXTS749,FKCColumnPairE
quasimutant,NistXTS749,FKCColumnPairE
quasimutant,NistXTS749,PKCColumnA
quasimutant,NistXTS749,PKCColumnA
quasimutant,NistXTS749,PKCColumnA
quasimutant,NistXTS749,PKCColumnR
quasimutant,NistXTS749,PKCColumnE
quasimutant,NistXTS749,PKCColumnE
quasimutant,NistXTS749,PKCColumnE
equivalent,NistXTS749,NNCR
equivalent,NistXTS749,NNCR
equivalent,NistXTS749,NNCR
equivalent,NistXTS749,UCColumnA
redundant,NistXTS749,PKCColumnR
redundant,NistXTS749,PKCColumnR
equivalent,Person,NNCR
equivalent,Person,UCColumnA
quasimutant,Products,FKCColumnPairE
quasimutant,Products,FKCColumnPairE
quasimutant,Products,FKCColumnPairE
quasimutant,Products,FKCColumnPairE
quasimutant,Products,PKCColumnA
quasimutant,Products,PKCColumnA
quasimutant,Products,PKCColumnA
quasimutant,Products,PKCColumnA
quasimutant,Products,PKCColumnR
quasimutant,Products,PKCColumnR
quasimutant,Products,PKCColumnE
quasimutant,Products,PKCColumnE
quasimutant,Products,PKCColumnE
quasimutant,Products,PKCColumnE
equivalent,Products,NNCA
equivalent,Products,NNCA
equivalent,Products,NNCA
equivalent,Products,NNCR
equivalent,Products,UCColumnA
equivalent,Products,UCColumnA
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,PKCColumnA
quasimutant,RiskIt,PKCColumnA
quasimutant,RiskIt,PKCColumnA
quasimutant,RiskIt,PKCColumnA
quasimutant,RiskIt,PKCColumnA
quasimutant,RiskIt,PKCColumnA
quasimutant,RiskIt,PKCColumnA
quasimutant,RiskIt,PKCColumnA
quasimutant,RiskIt,PKCColumnA
quasimutant,RiskIt,PKCColumnA
quasimutant,RiskIt,PKCColumnA
quasimutant,RiskIt,PKCColumnA
quasimutant,RiskIt,PKCColumnA
quasimutant,RiskIt,PKCColumnA
quasimutant,RiskIt,PKCColumnA
quasimutant,RiskIt,PKCColumnA
quasimutant,RiskIt,PKCColumnA
quasimutant,RiskIt,PKCColumnR
quasimutant,RiskIt,PKCColumnR
quasimutant,RiskIt,PKCColumnR
quasimutant,RiskIt,PKCColumnE
quasimutant,RiskIt,PKCColumnE
quasimutant,RiskIt,PKCColumnE
quasimutant,RiskIt,PKCColumnE
quasimutant,RiskIt,PKCColumnE
quasimutant,RiskIt,PKCColumnE
quasimutant,RiskIt,PKCColumnE
quasimutant,RiskIt,PKCColumnE
quasimutant,RiskIt,PKCColumnE
quasimutant,RiskIt,PKCColumnE
quasimutant,RiskIt,PKCColumnE
quasimutant,RiskIt,PKCColumnE
quasimutant,RiskIt,PKCColumnE
quasimutant,RiskIt,PKCColumnE
quasimutant,RiskIt,PKCColumnE
quasimutant,RiskIt,PKCColumnE
quasimutant,RiskIt,PKCColumnE
equivalent,RiskIt,NNCR
equivalent,RiskIt,NNCR
equivalent,RiskIt,NNCR
equivalent,RiskIt,NNCR
equivalent,RiskIt,NNCR
equivalent,RiskIt,NNCR
equivalent,RiskIt,NNCR
equivalent,RiskIt,NNCR
equivalent,RiskIt,NNCR
equivalent,RiskIt,NNCR
equivalent,RiskIt,NNCR
equivalent,RiskIt,NNCR
equivalent,RiskIt,UCColumnA
equivalent,RiskIt,UCColumnA
equivalent,RiskIt,UCColumnA
equivalent,RiskIt,UCColumnA
equivalent,RiskIt,UCColumnA
equivalent,RiskIt,UCColumnA
equivalent,RiskIt,UCColumnA
equivalent,RiskIt,UCColumnA
equivalent,RiskIt,UCColumnA
equivalent,RiskIt,UCColumnA
redundant,RiskIt,PKCColumnA
redundant,RiskIt,PKCColumnA
redundant,RiskIt,PKCColumnR
redundant,RiskIt,PKCColumnR
redundant,StackOverflow,PKCColumnA
redundant,StackOverflow,PKCColumnA
redundant,StackOverflow,PKCColumnA
redundant,StackOverflow,PKCColumnA
redundant,StackOverflow,PKCColumnA
quasimutant,StudentResidence,FKCColumnPairE
quasimutant,StudentResidence,FKCColumnPairE
quasimutant,StudentResidence,PKCColumnA
quasimutant,StudentResidence,PKCColumnR
quasimutant,StudentResidence,PKCColumnE
equivalent,StudentResidence,NNCA
equivalent,StudentResidence,NNCR
equivalent,StudentResidence,UCColumnA
equivalent,StudentResidence,UCColumnA
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,PKCColumnA
quasimutant,UnixUsage,PKCColumnA
quasimutant,UnixUsage,PKCColumnA
quasimutant,UnixUsage,PKCColumnA
quasimutant,UnixUsage,PKCColumnA
quasimutant,UnixUsage,PKCColumnA
quasimutant,UnixUsage,PKCColumnA
quasimutant,UnixUsage,PKCColumnA
quasimutant,UnixUsage,PKCColumnA
quasimutant,UnixUsage,PKCColumnA
quasimutant,UnixUsage,PKCColumnA
quasimutant,UnixUsage,PKCColumnA
quasimutant,UnixUsage,PKCColumnA
quasimutant,UnixUsage,PKCColumnA
quasimutant,UnixUsage,PKCColumnA
quasimutant,UnixUsage,PKCColumnA
quasimutant,UnixUsage,PKCColumnA
quasimutant,UnixUsage,PKCColumnR
quasimutant,UnixUsage,PKCColumnR
quasimutant,UnixUsage,PKCColumnR
quasimutant,UnixUsage,PKCColumnR
quasimutant,UnixUsage,PKCColumnR
quasimutant,UnixUsage,PKCColumnE
quasimutant,UnixUsage,PKCColumnE
quasimutant,UnixUsage,PKCColumnE
quasimutant,UnixUsage,PKCColumnE
quasimutant,UnixUsage,PKCColumnE
quasimutant,UnixUsage,PKCColumnE
quasimutant,UnixUsage,PKCColumnE
quasimutant,UnixUsage,PKCColumnE
quasimutant,UnixUsage,PKCColumnE
quasimutant,UnixUsage,PKCColumnE
quasimutant,UnixUsage,PKCColumnE
quasimutant,UnixUsage,PKCColumnE
quasimutant,UnixUsage,PKCColumnE
quasimutant,UnixUsage,PKCColumnE
quasimutant,UnixUsage,PKCColumnE
quasimutant,UnixUsage,PKCColumnE
quasimutant,UnixUsage,PKCColumnE
equivalent,UnixUsage,NNCR
equivalent,UnixUsage,NNCR
equivalent,UnixUsage,NNCR
equivalent,UnixUsage,NNCR
equivalent,UnixUsage,NNCR
equivalent,UnixUsage,NNCR
equivalent,UnixUsage,NNCR
equivalent,UnixUsage,NNCR
equivalent,UnixUsage,UCColumnA
equivalent,UnixUsage,UCColumnA
equivalent,UnixUsage,UCColumnA
equivalent,UnixUsage,UCColumnA
equivalent,UnixUsage,UCColumnA
equivalent,UnixUsage,UCColumnA
redundant,UnixUsage,PKCColumnA
redundant,UnixUsage,PKCColumnR
redundant,UnixUsage,PKCColumnR
redundant,Usda,PKCColumnA
redundant,Usda,PKCColumnA
redundant,Usda,PKCColumnA
redundant,Usda,PKCColumnA
redundant,Usda,PKCColumnA
redundant,Usda,PKCColumnA
redundant,Usda,PKCColumnA
redundant,Usda,PKCColumnA
redundant,Usda,PKCColumnA
redundant,Usda,PKCColumnA
redundant,Usda,PKCColumnA
redundant,Usda,PKCColumnA
redundant,Usda,PKCColumnA
redundant,Usda,PKCColumnA
redundant,Usda,PKCColumnA
redundant,Usda,PKCColumnA
redundant,Usda,PKCColumnA
redundant,Usda,PKCColumnA
redundant,Usda,PKCColumnA
redundant,Usda,PKCColumnA
redundant,Usda,PKCColumnA
redundant,Usda,PKCColumnA
redundant,Usda,PKCColumnA
redundant,Usda,PKCColumnA
redundant,Usda,PKCColumnA
redundant,Usda,PKCColumnA
redundant,Usda,PKCColumnA
redundant,Usda,PKCColumnA
redundant,Usda,PKCColumnA
redundant,Usda,PKCColumnA
redundant,Usda,PKCColumnA
equivalent,WordNet,NNCR
equivalent,WordNet,NNCR
equivalent,WordNet,NNCR
equivalent,WordNet,NNCR
equivalent,WordNet,NNCR
equivalent,WordNet,NNCR
equivalent,WordNet,NNCR
equivalent,WordNet,NNCR
equivalent,WordNet,NNCR
equivalent,WordNet,NNCR
equivalent,WordNet,NNCR
equivalent,WordNet,NNCR
equivalent,WordNet,NNCR
equivalent,WordNet,NNCR
equivalent,WordNet,NNCR
equivalent,WordNet,NNCR
equivalent,WordNet,UCColumnA
equivalent,WordNet,UCColumnA
equivalent,WordNet,UCColumnA
equivalent,WordNet,UCColumnA
redundant,WordNet,PKCColumnA
redundant,WordNet,PKCColumnR
redundant,WordNet,PKCColumnR
redundant,WordNet,PKCColumnR
redundant,WordNet,PKCColumnR
redundant,WordNet,PKCColumnR
redundant,WordNet,UCColumnA
redundant,WordNet,UCColumnR
